album_id,album_name
ba577730-4d0b-4f75-9258-dd068743e844,Guren no Yumiya Tv Size Ver.
ae1fa7ce-83e9-4f97-abc8-3280716cf5d8,Shinzo wo Sasageyo! (TV Size)
993847f9-025e-425e-a5dc-ba793e242983,TVアニメ『東京喰種』ORIGINAL SOUNDTRACK
bc640bb9-52ce-4ba4-8fd5-85b8789d79f3,Fire (Full Edition)
903e3bdc-5bed-481a-bbb1-b8b5ef381cd8,約束のネバーランド Season1 Original Soundtrack
e609a734-7d3a-41c5-ab52-68ecefec2854,Next to you (from Parasyte)
5548ebf6-1864-43a4-9087-c9f79cfdd8cd,BEST HIT AKG
cf9a7823-6e31-443c-869e-898bcadcdfe2,FLY HIGH!!
2f4537ce-df45-4120-8079-fb8d110e78b8,FLOW THE BEST 〜Single Collection〜
f5f00670-0e82-45b2-bfe1-6ae85aaa76cd,Spirited Away Soundtrack
74f5c214-5bdc-41fb-8787-4654722f51b0,Chime
1968f3bb-1d87-4a58-a97a-0a045ba15039,katharsis
84957072-1174-4514-87d6-d897b4d1737b,AREA Z
1bb9e405-77ae-4596-b815-200b6b713c10,明け星
5b295171-f731-4820-a67f-4bbeeb2158da,Avid
54ce5e60-f74b-4407-897a-34fbce664b58,FREEDOM PIANO STORIES 4
e6eec340-c2a0-42bc-97c1-beced0c04cde,Bubble (feat. Uta)
f8d2744a-f893-4336-829f-ad926671febf,Senpai (feat. Hentai Dude)
fa4353a8-1229-49e2-be31-51250599bc6d,from the edge
a129139e-cf15-40a2-9e84-23639638f173,She Bad
223ff7fa-1551-4416-b8dc-f6cfc274e5e4,ヒミツ恋ゴコロ
6b42e6ff-824b-4930-945d-108cc9295b0a,My Nonfiction
75e4209d-6fb7-4e7b-a9f2-4ca9f72f7c56,Ghibli Lofi
0ae6a42b-2a30-44d6-9524-6d0cb1f432d6,L Theme (Death Note)
8975ca6e-c869-4321-8691-455624d4b22f,Hokage
3a81c181-dd66-46c1-967e-7cc0c16ae682,Bunny Thot
71a90185-6ead-4d83-a07c-37fbb7ae2542,DAWN
6ac49f79-c634-4bc3-80fb-420bd01c20af,UNSER
0f772cdb-691f-4036-9fd2-3484e1660b9f,Running in Blind (Gojo Rap)
970289b1-9e76-4350-807f-510d1cf8a376,God Mode (Madara Rap)
83b4a8f5-099d-41ca-94ae-dd87d2c10ced,Blood (Alucard Rap)
e0753887-6103-45d7-b675-4e2be06ae1b3,Anime Lofi Vol. 1
626775f8-f4ea-4aa1-b3a8-639dbb77daa8,From DROPOUT
25442d5b-e4b8-4d1b-a99b-89523017738d,Shang-Chi Main Theme
9b74c84e-f3ea-4152-8385-83e8bae5959b,Hikaru Nara (Shigatsu Wa Kimi No Uso) [feat. Animelmack]
1a45f5ca-fede-4110-a665-411493fc302c,Masked Monkey Awakening
fa53a8ee-fc3a-42e3-8bfb-6d55cd7fa90d,赤い罠(who loves it?) / ADAMAS
6fbc6329-8c4d-4ab5-a02f-3d566d762eb5,Belle (Original Motion Picture Soundtrack) [German Language Version]
1b252f34-9408-4669-b833-36562d7856cb,Sleep Anime Lofi Beats
46cce3d0-c2c9-443f-a315-faac67b3aa0e,First Date
dcf07b76-8efb-4a93-ab40-fe805442eb12,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック
cc09b704-97ae-482d-b74e-e65c397a91b6,MILLION
197672f0-a6a9-4f87-971c-32c6cc211f8f,TVアニメ『呪術廻戦』オリジナル・サウンドトラック
bce75930-96ca-4bc4-b618-60b76598c27b,Penny Rain
524d7790-1b70-4521-b108-7af3b0ab2768,Koko de Iki wo Shite
22a7d6c1-7c5b-4346-9d35-d825d08cbb0f,Smile
7de89ee2-b316-478d-aefe-c367cd77c362,Unravel but is it okay if it's lofi?
51d5beb5-9b2e-4d74-9245-44d0f03ac912,Rakuen Eno Shingeki
53bb5d02-1534-4a83-8f89-c99bc1ac709f,世界はiに満ちている
746b2fc2-929b-47ce-ab8d-05a30e0e0f2a,Blue Bird Lofi
3f6b578a-a13e-4c2b-bef3-7e943d85e318,GAME
358e95ef-bfd7-41b9-8a09-d79a52458f7d,Kaizin
c231a86d-053c-45d7-8400-61c6e0b39f12,I'm Toxic
7e954fb3-55bb-4967-92cb-4c154ddb515e,Z-ONE
5ef31e06-c49b-408e-ba70-a2bc894da04f,BURNOUT SYNDROMEZ
69fdb5a7-84e6-43db-b2c4-d743f4d0240b,Fear My Touch (Death Note)
db54eab5-ddf8-49c1-b6a2-46a0d381eb5a,JOJO'S BIZARRE ADVENTURE -Golden Wind O.S.T vol.3 Finare
0861b456-dd8d-43cc-bd67-074647f85ff5,Attack On Titan The Final Season Original Soundtrack 02
835e67db-f6ba-481f-aa69-8ee699e146f2,The Raising Fighting Spirit
a09fb016-c5ec-4eb7-9fbe-29ca1fd4dd8d,Like Flames
4a07b2f7-676e-456d-a26c-f57e902d7467,Suzume no Tojimari Fan Original Soundtrack
a80cd7bf-6fe1-4c10-a9e4-0dee0c69cf1c,"The Very Very Very Strongest - Epic Version (from ""One Piece"")"
50c4d849-2755-45ab-b462-0243077b4bfc,Madara (Death)
c978d83c-84ec-4679-9ba6-57e15805e9d7,HEY TAYO
6ac7f97f-fdd1-489f-84ca-21fe5d35d459,Hasty
0d54ae60-b167-4662-9ce8-e83cf53aa20f,Demon Slayer: Epic Collection
d295f1d9-0cc8-4094-a005-a5325be09eb8,Shinjitsu eno Shingeki
dfc0e84d-0c33-4eaf-8702-19075d02ae73,unknown
c32492fc-8e5f-47ee-a40d-e8105f602efb,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック Ⅱ
ba5989ad-e0a6-48a6-9884-082b554b9fc6,アメヲマツ、
f898e3dc-542d-4845-9bb2-89d297d0717b,花の塔
41d0e886-c274-4157-be7e-b939ec54c79b,地方都市のメメント・モリ
87c9ee5f-ddbb-429a-bd7f-647a83d30443,Hell like Heaven
091330d2-64a0-42c6-a5f5-b9ad4eb5469c,Naruto Shippuden Despair
64dddc34-e8e8-45d0-a2aa-7013d1893d51,空と虚
196cb190-be3e-468c-8fb0-3196f7462b5a,T-KT
87ead071-1be2-41f9-a234-85601846ed27,LilaS
18f94907-1687-45a4-9104-5368b21744c0,VIOLET EVERGARDEN: Automemories
a98477fb-1c9e-4062-8f7e-5a64e46ee358,Walpurgis
f37ab933-186c-4ce7-a2c9-6876e9378c3f,Lemon
78096a0f-acbf-4163-9e47-fc206d9ba43f,Tsurumi Fog Island Piano Cover Collection
630a3c7c-2a49-454c-830f-788af2e7e39e,やさしい刃物
71f59a19-ae47-46d9-88fe-99d07bdb12a1,THE HERO !! 〜怒れる拳に火をつけろ〜
8a365bee-8adc-4d97-b814-e58ca32da9e3,Evil Morty Theme (For The Damaged Coda) [Epic Version]
aa2ef4cc-5cf2-40fd-95d6-02c733632350,Yoriichi Theme
7c6152ba-1d77-4e99-b268-1fa01af2ed30,Ghibli Vibes
d35d0d74-c768-4d06-9852-34c38d6ffbb5,The Spirit Within
a6f08993-5e5e-4623-84ea-647d8140ada6,Habit
e3c610e0-ab63-4b48-94e5-bc8b112e1d4a,Desire Again
78653bb2-b3f2-4e21-bf03-3462766c27b8,Anime & Chill
0ba54810-5585-48be-9fb7-f6e87a41fae0,Never Giving In (Ichigo Rap)
5a0f6a39-8db6-4112-910b-60f8dce29be4,LIFE of DASH
18f337b4-c54a-4da8-8cf5-7d5defa2e898,Stranger Things Vibes
405f3e81-88e0-484a-bbd1-31192a8dfde3,Over For You (Rengoku Rap)
73c8032a-8042-4972-a630-a80723f9309d,Pirate King
80dd123c-f6a9-4d8d-b3c8-c4ee233e5155,D'AZUR
8044d8d1-de1f-435e-bedf-925208aebe42,Mrs. GREEN APPLE
825b2191-c390-432e-8728-8e9771d1c7f2,"Inuyasha Original Soundtrack Album ""Inuyasha Music Collection 3"""
c8eb91a9-ac1a-4b97-b093-df246f84066a,SID ALL SINGLES BEST
187f4b8a-5710-4724-aca0-3156d05ffe82,Kaikai Kitan but is it okay if it's lofi?
234bd5d0-ffcb-4da3-8558-8ce3438ad731,PASSENGER
0218f799-89cc-46f0-8cd3-aa42e4218b22,Naruto Shippuden Samidare (Trap Remix)
b5aec89d-9dd5-4956-b872-9c0eef8dda4b,燦々デイズ
27ee5bc8-0422-4e74-b64a-dfaac0aae1f6,ソルファ
2c76da3e-0900-4714-8595-6207d86b8949,My War but is it okay if it's lofi?
71cdc195-80cd-427f-8fbd-f8631e396fe3,BEST
c5c38b98-d8ce-4c51-93c0-0bdb80b6e232,ODD FUTURE short ver.
d65f41f9-1520-4ac3-bb50-396e3545415a,TVアニメ『ハイキュー!! セカンドシーズン』オリジナル・サウンドトラック (Vol.1)
3cc4d70a-cf9d-4823-aebc-87932b423a11,ファティマ(TVアニメ「シュタインズ・ゲート ゼロ」OPテーマ)
24f3e9e7-8b38-45b7-a926-7b82a840ca91,Bunny Girl
b5a772e8-f782-4784-a5bb-28352f3d7302,Counter Attack Mankind
a42661b0-1547-4605-b3a5-8cee4d592314,Palette
e3d62fec-8fbd-47b4-818f-d1b05a236740,超いきものばかり〜てんねん記念メンバーズBESTセレクション〜
ac61d494-d4fb-4807-b69b-c4eb36e7ec74,朝が来る
cb6ef3e8-0a16-4eb8-87a2-9da4125d20e5,Kamado Tanjiro no Uta but is it okay if it's lofi?
ac4b931f-b827-413e-9f8d-f6b533a846a0,Always
d44abe69-2956-4ec3-afc9-8b548b530150,JOJO'S BIZARRE ADVENTURE -Stardust Crusaders O.S.T [Departure]
33a290e6-a6cc-454a-9e9d-777cadfec3e0,"""Attack on Titan"" Season 3 Original Soundtrack"
efedd49d-75e0-40ec-9d9b-03a92dd86df8,Attack on Titan The Final Season Original Soundtrack
af58b946-8dec-4786-89a9-5aadbe78f2d6,Bounce Back (Luffy Rap)
669f27d6-f45d-43bb-8d62-5c03d660f2f4,Gotoubun no Kimochi
45083e0d-dd86-484d-9c4a-224de1f9c68c,BORDER : 儚い
443aab19-a899-40c5-ad98-59a2508013bf,Lonely Queen's Liberation Party
eb7207c6-06f4-4daf-82de-81c568d6c5b9,Extra terrestrial Biological Entities
9706bcb9-7dec-42e0-a4fd-ede7c13a7010,Family Business (Spy x Family Rap)
6693abaf-b37e-4363-8bef-5431c033e508,Naruto Theme Song Freestyle
2f45b81d-6a5f-4f82-a11e-bd690e4121b4,Karma
0a89e730-ac49-4166-a99e-874bc69f1f27,空に笑えば
82632cb8-da02-4c09-b7f0-ce3fd7240819,Traveler
0a0432da-00b1-478a-be63-ee6018f98e72,サママ・フェスティバル!
d4e39a1e-8728-424a-9044-8b823352ffed,ニコ タッチズ ザ ウォールズ ノ ベスト
e8720438-1e1e-4723-91c4-5a5de3009f32,hikari
51022a2d-2a34-4b49-b077-061e900c0c1f,足跡
2b5e0f8d-39b5-435c-8dfe-96e8407a3999,Sorewa Chiisana Hikarinoyouna
fc011ac2-5672-4ba0-85c0-6218d749609b,「バブル」オリジナル・サウンドトラック (Extra Track ver.)
b23b7847-462c-4b3f-b17b-bd5d7a7c8933,Fukashigi no Carte but is it okay if it's lofi?
b25d3adc-fdf9-4c11-af37-bd2adf81c162,声?
00e2c948-5ab0-4cd7-8ef1-594f2394581a,みちしるべ
53f9274d-d731-4ece-a2f2-f4d92883e5ac,Vogel im Kafig
f64788da-c7b4-4610-90b5-c3af9a786643,SPARK-AGAIN
4d73811d-e199-40c5-a9df-6807b57f0d39,ODD FUTURE
5b720b2d-ab06-4030-bcfe-b13930e87baf,One Piece Vibes
1d4f7a73-facf-40e5-9d0f-d7813612e9c9,BEST HIT AKG 2 (2012-2018)
a5975349-5726-4986-b5ec-bc006a4f072e,"Luffy's Fierce Attack (from ""One Piece"")"
d3cbd9bd-49e6-4365-9de0-e8c7e8322220,我武者羅 (TV size)
47d229b4-e31b-4ea2-be11-21d238bdd47b,Timeless
faf3c32b-befd-4059-9413-28d1db36cb88,1/1
7172cd47-3e60-4a96-aad2-bc8c1ecdaa75,百歌繚乱
c0470584-5fdf-42fa-a741-c9570e9892d3,Sasuke
191eb462-a7d5-49b2-86f2-7365235476e7,外道讃歌
beb66be6-55b1-4054-88f4-ec47da053e7b,Assortrip
f031e2e9-f124-4819-827f-e73a3602c93f,Dark Crow
bb2c3074-f5c6-4317-84f2-6479659eceb5,"Kamado Tanjirou no Uta - Orchestral Version (from ""Demon Slayer"")"
590acd8d-1f48-4d83-8704-87cee827149c,Subtitle
ed9a6cfa-342f-48be-a70a-ba3353ff880a,"Anime Music Collection Piano Solo, Vol. 7"
4f84b54b-dd1c-4314-b01e-419c64fabfa4,Yellow Flash (Minato Rap)
a91c14be-8b2a-4f23-bf62-3e3bc3be3939,Gotoubun no Katachi / Hatsukoi (Special Edition)
b021a628-40b9-46c4-889b-eb296c51ca8b,Howl's Moving Castle Soundtrack
cf7277b2-9ffb-45cc-8569-bfb36d0edd25,Kiki's Delivery Service Soundtrack Music Collection
94969d82-1e44-4bff-b2e2-e2de1abb3d3f,Rex Incognito (Zhongli Theme) - Epic Version
83c1a0f0-5e49-43dd-8be0-9020e6125693,Shoukei to Shikabane no Michi [TV Size]
61b2e238-8f73-42a5-9320-afecfa786bc2,Next Hokage (Naruto Rap) [feat. Ozzaworld]
be744051-0649-43fb-a752-c9921114ede3,Unrequited Love
eae6d098-9cce-469e-9b90-49fd3037f7f3,Demon Slayer Freestyle
07bdfb2e-819f-4250-aae1-6e6032dae75e,Anime Lofi Vol. 2
9262e9f5-6de6-4ed1-b58d-fb8c495c6c18,LiKE
ba8b4cdd-a991-496f-82fa-81571d3541fd,El Cantante Original de Las Series Mas Famosas de Comic y Anime
7ddb92c5-0726-4b67-89e5-46e8da1964cf,give it back
795497af-f27f-4af5-b265-63e71a767589,Tokyo Revengers Original Soundtrack
b8841af0-ed71-4519-8d27-1afb0818027b,東京喰種トーキョーグール:re Original Soundtrack
cac5bb5f-60e7-4ba6-b025-8e9d26c6dc13,COLORS
0cdcfcb7-8d73-4b9a-a663-90a6bb1b97f3,DEATH NOTE Original Soundtrack Ⅱ
93c6a6c1-345a-44ca-9c65-053e14444aa0,Guts
46f0b407-9800-45ee-8360-f2c6e9ae4966,ダブルシャッフル
b7652e83-9c1a-4f60-9706-d07d515cbb98,往け
c3f0931b-931a-4da2-a49d-4c8ab6804a2a,Strong and Strike
3ed332f0-7edb-43f4-b4f0-72ab9d82a5c8,Blue Bird but is it okay if it's lofi?
26b69ef5-9eaf-4aa3-ba96-d8beb855699a,TVアニメ「HUNTER×HUNTER」オリジナル・サウンドトラック
16d0e4df-c5d2-4cb0-bcd1-d63122622a3e,guitarissimo
08530a56-a00f-4830-a1d0-ea1eef8b69d7,解放のヒント
8293ee98-06fb-40d1-bff9-c24ec47319b5,Despair
751e3b3f-ba6a-4273-bc96-8039bf0b3721,Let's Ride
f7550647-317e-48ae-b06f-d8af8b2a7f0d,青100色 (TVアニメ「古見さんは、コミュ症です。」オープニング・テーマ)
1f26c013-4db8-4e6c-ae8c-5b3b6be885f8,Gurenge but is it okay if it's lofi?
e563a194-d23e-4c12-986d-ad057371a30b,DEVILMAN crybaby (Original Soundtrack)
28315d70-418c-4e24-9a67-dde542b9db2f,Kung Fu Panda: Epic Collection
046f987e-e78d-4b09-ba91-8b125e66e90e,10th Anniversary Best BLUE
a5c95e00-8526-46f2-9cda-b89ca697b9d2,Genshin Impact Sumeru Collection (Visages of Wisdom)
fc3f6610-295d-4933-98ed-13567f433f79,Lucky Ending
33fea315-1864-470f-8662-211df91c5b7a,CIRCUS
dee51648-c27c-4fce-a618-d280085ee597,Attack on Titan: Epic Collection
ba26c804-c769-4d7a-966f-e8feec81b161,Kingdom in Blue
51414544-a1cb-499b-9173-f7525bd9fa9e,RISE
948f8472-2089-47f1-989f-6f64a2d183e3,再会 (produced by Ayase)
8e08d52b-2133-4005-90a2-1740ef652ec8,The God of High School Original Soundtrack
349dd607-a5de-455b-818d-5c60aea04a04,エスカパレード
66f95824-241a-44e9-8ec0-17ad33490ed1,Montage
aa1211e6-fd90-4fb7-9f7b-7943f989fe7c,Red (Uchiha Rap) [feat. Khantrast]
6cdb7957-21aa-48b3-a910-df5398e6e3bd,Launcher
cb88c4d4-93f9-4387-8b04-83c1fbb8ba63,Star Wars: The Dark Side Collection
16a01acd-720f-4f20-b11a-d1993b0266c2,Anime & Chill 2
3b9b7844-2b8d-417a-bc6f-ce3da4914523,集結の園へ
552fbf43-d77d-4bf3-a1ce-2594773180b6,Everything's Alright
4f6645c8-439f-4990-9782-789385ca0267,Resident Evil Rap
6d1235d5-2aab-464c-bcf0-60444cfbc1ff,Adán vs Zeus Rap
2946efd6-2ed9-41fc-83c8-76e47c34a0a2,たましいの居場所 - EP
ccdf372a-92cb-4604-9006-04d5cad16a9a,Amor Vil
3a78ce3b-b537-4c59-a805-8ccea35b6185,Hokage Funeral (Naruto Original Soundtrack)
affe58ef-4c01-4016-94b0-180f333ea2dc,Man Of The World (Obito's Fate)
e5a2a5f4-3f45-4231-bc96-9a9c434edfe5,Signal
62f2339a-c8bc-4508-b852-aa1231f9d49a,BANG!!!
34923f8b-e35d-4471-90c7-287139d29fc3,魔法
e0703db1-3e2f-42ac-97a4-78b2507c09d7,旅人の唄
edd7f33e-1976-4dcd-b7df-d7bfe12e1290,fool
6d78b97f-c0b6-4817-815c-adac7f76312a,Extra Terrestrial Biological Entities
75d1152c-a545-4aec-aeb1-4d6dbc383376,86―エイティシックス― オリジナル・サウンドトラック
c7bfbb9d-2166-4a54-9baa-fa868eb9618c,No.1
9444a791-4909-4bf3-92c7-c3ed9f60f1f0,Pale Blue
6b4b5305-3127-49ce-bc94-b10c81b6a4d2,Hikaru Nara but is it okay if it's lofi?
4445dddf-3f15-419c-b6fb-7914af0f6890,BORUTO -NARUTO THE MOVIE- Original Soundtrack
987df08c-a3d0-48fd-8213-fc7555d819f6,Honey & Darling
7b98365f-ec60-4046-b992-b26a33180a85,μ's Best Album Best Live! Collection Ⅱ
7409ea22-421c-476e-b5d8-f4212145673e,Death Note Freestyle
c6cedb0b-0617-4d17-95cb-9bf13167f97a,Avid / Hands Up to the Sky
5e7494b7-a00b-4636-b71e-af21472ee436,SODA POP FANCLUB 4
f30f3810-0adc-4871-9d4f-639b0232a87b,Sun Dance
88d58c42-e630-497f-82bf-acb399348d8f,JOJO'S BIZARRE ADVENTURE -Diamond is unbreakable O.S.T Vol.1 -Good Morning Morioh Cho- Music by Yugo Kanno
4558ada5-679c-4195-b613-b6695b9baa71,Akatsuki no Requiem (TV Size)
dcde08e4-acc8-4070-890f-de81d2e2fd3d,born in the sky
0e7f6cce-e23d-403a-9ee8-0a5826c0c423,The Sound of Rain
1089df81-7eae-4ffd-a4be-1040d2a19067,DIMENSION : 閃光
2d8ee2db-2d0c-45ca-936b-bb3c88cc93c1,"""Fairy Tail"" Original Soundtrack Vol.3"
fffa25a9-29d9-45e5-a1a2-340b4c20344f,JOJO'S BIZARRE ADVENTURE -O.S.T.] Battle Tendency [leicht verwendbar]
a6e90062-c8b5-40b2-a75c-78997f76e341,Merry-Go-Round
2356b431-fe22-4080-908e-504ed8c3fcaf,My Dearest
c891ed9a-88c2-44c9-b0b5-084a9237e4ba,ALIVE
aa20d96e-3df8-4bae-beba-68d26e303dc8,70億にただ1つの奇跡
bcd68d6d-88a5-40bd-a54e-b410b5c515cc,Garou Miedo Cósmico Rap. El Puño de Dios
459f048d-c225-4364-99f0-399c593db195,PORTAL
8570d349-e26c-4462-93fb-867dbd10a05f,TVアニメ「ハイキュー!!」 オリジナルサウンドトラック 2
4bdca058-b94f-4f6f-b571-17335413124f,世界収束二一一六
eca02d7c-c543-464a-8d67-d1efa33d53d5,BOYCOTT
91b06fb6-c343-4d7b-9051-2fee30fce64a,NARUTO-ナルト- 疾風伝 オリジナル・サウンドトラック Ⅲ
7de6e2e0-7942-4363-818a-a58f855b073c,闇夜
8899c974-b21a-4f4c-a535-fe236519fbfd,Dandelion's Lullaby
505cc4f8-dafd-45e2-9012-75ef30e9bfac,katharsis (TV edit)
0aa03548-55c1-4e47-af01-510a220a2b21,ヒカリアレ
c669e61d-238a-4741-b07e-33b39bc4ac4d,Shinzo wo Sasageyo but is it okay if it's lofi?
018e8d2b-7c9c-45e6-90b6-a636f9cf48a5,BLAU
b70b9639-39b1-4094-9945-d4bad4b194f8,STEREO DIVE
d2605e89-f6d2-4829-854d-c29119b4de1b,Akuma no Ko (Cinematic Version)
74bd3d45-53e0-4c37-adcd-12d27b042537,First Love
a533f3b9-73d6-4eab-8f9c-ce7cde062226,Sadness and Sorrow
7e46c2c9-3769-46f5-be5d-c9833396b4eb,SAKURA BURST (Naeleck Remix) - SACRA BEATS Singles
f53a7cba-0005-4b3e-93ff-a11d68d0c4ab,Eight Gates Flow
0c4bff7c-1158-4f19-a7b5-ff7a4475bf30,だってアタシのヒーロー。
32d8c8ad-e2a0-4c37-be6a-9a2d783768e8,Naruto Main Theme
a74848f4-125d-4b60-8a08-6fb8c7b58419,Akatsuki
a90a1a8a-6a71-4ad8-8c19-801941dd2007,Rakugakipeiji
ead6c829-660c-438d-92fc-706f64186fe6,NEON GENESIS EVANGELION SOUNDTRACK 25th ANNIVERSARY BOX
c054a5af-0a74-44e2-9583-a35310cdef01,Otogi
11d8be01-a250-47bf-bbb4-7bb758eac0c6,ダンスホール
ea68d5af-d503-492c-96f7-1b1a4f0d179b,瞬く世界にiを揺らせ
866b1b8a-36b7-4b4d-9914-d5ff538200fb,TVアニメ「僕のヒーローアカデミア」 2nd オリジナル・サウンドトラック
93f97744-bb6b-4c25-a371-67df4b958a8d,Carol of The Bells - Epic Version
fc727cda-0c15-4301-9a71-77e38fd9684f,Halo 4 Rap
691ba36f-2831-49a9-b135-d4bdd491d90e,Northern Lights
c481c10d-c7d4-4883-a545-cea3f5a6e268,Joker (Gotham City)
9806c169-ab3d-4642-9974-90ba1ff66a9f,ハッピーエンドへの期待は
e3637804-0158-4044-ad03-cadcdc812019,One-Man Tour 2021-2022 -Editorial-@Saitama Super Arena (LIVE)
f1865f5e-d488-47fa-abb7-640e6d43054b,"En Marcha Estoy (From ""Tierra De Osos"")"
44da096c-f2a1-4410-a0ee-3c899bec5f67,LiTTLE DEViL PARADE
760dfe10-d1bb-41d4-8163-ce83edf78f6d,GIFT FOR FANKS
df70ec6e-9a84-4b33-b1fc-163fef094f0c,ないものねだり - Revenge THE FIRST TAKE
08e07cc9-5cd7-4521-982d-90cb47ccd47f,境界線
b2206021-44ee-48da-9d90-7d9ed016fa83,MAN OF THE WORLD
33c272e3-90dd-4ea3-b9ca-b14415bff0c6,RiGHT NOW
ab6eceda-d780-4c55-8c46-d0c476cfc837,NAMiDA
fbef556a-c4f2-434d-a1af-8d376463a515,Utamonogatari Special Edition (Original Soundtrack)
15623a79-9173-4dca-8829-65a9bcbca600,DOES
1c496552-30c8-42de-aa58-a9c774e433b3,Sing My Pleasure
e7ad2cfd-2516-4d50-b309-c19ae73fefb3,静寂のアポストル
364b0c38-2d09-484d-87dd-733031f35497,the GREAT JOURNEY ALBUM
8d02ebae-c0fe-4ab1-8e72-6ddae1bbdb1c,Ashes on The Fire
8d1b24a3-8780-4fe1-8ad6-ee6154110ada,No title-
368f3ce8-2602-4121-8655-8f21626b80ab,Netsujou No Spectrum (Nanatsu No Taizai)
794cfd66-f760-47a8-bb52-e976018f2120,Gambling
eb249930-158c-49bd-9552-a6a5ca0c5334,うたい去りし花
e3e09f0b-ee26-40dd-9811-61d35c451fd2,青と夏
41196ec0-bfdb-42db-8598-8fc467b06371,Anime Lofi Vol. 3
5a1f27a5-af57-43b3-8e07-75856a8323dc,Coin locker Baby
ba802667-3b32-4fef-a89e-b547427e5bfa,One Punch Man Rap Rock. Solo un Golpe
ce15b571-4817-492b-b4c3-b9016d9ffba6,Baki vs Oliva Rap. Pentágono Negro
0f919b76-183d-4e15-8bde-6297f505da95,Qin Shi Huang vs Hades Rap. Un Auténtico Rey
f7a6fbd9-d80a-43d4-85aa-fe52e2d1d52a,ODDTAXI
4acad353-fa10-41aa-9338-b73a8d0294ea,轍~Wadachi~
30e4af5e-1a02-4a58-8e58-fe2017f0b49c,Lost In Paradise but is it okay if it's lofi?
bbc545e5-dd2c-4af0-b0b6-a01f4127f195,BAKU
9a216ea2-592b-4f28-8f04-e8145695300a,dead stock
91ba4ad8-5239-4f96-9b9e-fd6c273146bc,Yoruwahonoka
ebaaeb39-2ae6-4015-bc74-0c49b83af450,Breathe Out
68536496-4dfc-4752-8ddf-5cb33029f705,iv
99f6dc2d-e83f-40e5-b132-28e8662ad378,PHOENIX
5c3bc5e1-00cb-48e4-9727-f6113e9fa04b,スキマスイッチ
7acfb85b-ceb3-499c-acc5-2c3c5a1bb64a,Fly High but is it okay if it's lofi?
62c93e13-b95f-4f50-9f54-d2669591bb0d,七つの大罪 オリジナル・サウンドトラック
d9a20121-2e7d-4b68-b903-472231b91d99,Samidare but is it okay if it's lofi?
c57ffd01-e74d-4e46-ac9c-1456e7bb0060,IGNITE (Fairlane Remix) - SACRA BEATS Singles
738c1938-25dd-4ab0-84cb-96ad54de01df,Melody Mountain
ae3676b5-93f7-4c59-a092-4b7422f45ba2,Light Yagami Theme (Death Note) [Kira]
824dd0a1-24d2-4221-b3b2-93e5e73bef27,POPMAN’S WORLD ~All Time Best 2003-2013~
80e41e50-36fa-4b29-8d69-bab661752153,"LOVER""S""MiLE"
45c9eaf2-c1d4-49db-95b1-328c8817f44e,戸松遥 BEST SELECTION -sunshine-
eb058a84-7e19-462a-98c5-dce877c78179,Anime Music on the Piano (2nd Collection)
c763b6f5-9c79-4dc5-8a52-66b9f8cbf429,Honkai Impact 3rd - Review (Original Soundtrack)
848fa628-5c8e-4bab-abb8-e34997d59d00,Life Forms
c99b678f-19ce-47e4-86d6-4ab9ab8af596,SIU
14f34acd-3216-4663-bbc4-9bfaea45df50,Villain Arc (Shigaraki)
e639a754-2cc5-4f74-a7e8-fe9ffd581800,ULTRA FLASH
467f8cc9-cf4b-4d69-92a1-c24960edd25c,Demon King (Sukuna Rap)
089e5a47-f09e-41bc-a071-ded81858dbc6,Lies (Itachi Rap) [feat. Eddie Rath]
d772026c-18f3-4cf0-9e93-3b5f3e6d0994,DYING WISH
57965bac-405e-45f8-937a-3ed92d22fa38,STORYSEEKER
f748dcbf-19ec-438a-8656-8cf415e4ae46,One Piece x Pirates of The Caribbean
13187b39-8c3d-4ff2-bce5-bad2405243c0,Notice Me
4e736bb8-78d8-44b7-be0f-d98ce481ab37,Rockin' the World
8f1373ef-569b-4624-af07-a8654a16fad2,TWELVE
40539edd-0741-4d54-8efb-89eba4edb8b3,Somos Una Sola Mente
f61d0c1e-68c8-4a18-b839-73d228e8092d,Anime Openings 1
7e79f221-dbf8-42a2-a341-76fd3ee6ee4c,Rap de Buda
1a1d96c0-3d29-4501-8672-39cf652fe33a,"Ángeles Fuimos, Somos y Seremos"
49dafdee-9282-414b-9a2b-3a0e84babe9f,Again from Your Lie in April
bb0cd91b-d30c-4c3c-a501-8256cda4e518,Who are you?
1edf6bbb-ee4b-4a9c-88ae-abcfb9e78c3b,BADモード
ab23fbda-2893-4aba-bc5b-6374cbbdbc7b,Again (Your Lie in April Original Soundtrack)
ed433eb5-fcd7-4ce0-b4fe-296d237478f1,Go!!!
4af6128c-1699-4a7d-a3ee-db7218abfbe6,ひたむき
f92d4aed-b1b5-4213-9916-0b416a402410,Missing Piece
2abd16a2-2929-446d-9cd3-5428494ced87,ないない
f460b02f-0b10-4c07-97e3-62075be98c88,fukashigi no carte lofi (bunny girl senpai)
48695cf8-c46b-412b-840e-a649d697e5c3,DEATH NOTE Original Soundtrack Ⅲ
9c2d3340-1dfb-48e5-bff2-9252913e7543,名前のない怪物
dbbc5bd8-d7bd-43b1-9795-77c32fcf05b8,Sincerely
